"DATE_FORMAT(doc.date, ""%Y %m %d"")","nb","titre","titre"
"0000 00 00","1","100. Dédale des Vidéoséries","850. Potlatch (Saison 1, Épisode 10)"
"0000 00 00","1","60. Dédale des ombres","Barbe Bleue"
"0000 00 00","1","70. Dédale des paroles","Rock-Poème n ° 154756"
"0000 00 00","1","100. Dédale des Vidéoséries","1520. Ailleurs (Saison 1, Épisode 7)"
"2015 01 24","1","60. Dédale des ombres","Haute Tension (Monsieur Roman)"
"2015 02 02","1","30. Dédale des écrits","Les Carolingiens"
"2015 02 06","1","70. Dédale des paroles","Fukushima (version française 7)"
"2015 02 06","1","70. Dédale des paroles","Rock-Poème n ° 229436"
"2015 02 08","1","70. Dédale des paroles","Le plaisir (Bleus)"
"2015 02 09","1","20. Dédale des actes","Le poète se cherche"
"2015 02 09","1","20. Dédale des actes","Le président Mao (Opera Buffa)"
"2015 02 10","1","70. Dédale des paroles","Poème d'amour"
"2015 02 11","1","70. Dédale des paroles","La course"
"2015 02 12","1","60. Dédale des ombres","Sylvestre Saint-Loup : GreaTopArt"
"2015 02 12","1","20. Dédale des actes","La foule"
"2015 02 12","1","20. Dédale des actes","Fukushima (version française 6)"
"2015 02 12","1","20. Dédale des actes","Tu disais"
"2015 02 14","1","20. Dédale des actes","Poète-Poésie"
"2015 02 14","1","20. Dédale des actes","Le poète cherche la poésie"
"2015 02 14","1","20. Dédale des actes","Babel Poésie"
"2015 02 14","1","90. Dédale des traces","Barbe Bleue"
"2015 02 15","1","70. Dédale des paroles","Rock-Poème n° 13550"
"2015 02 15","1","20. Dédale des actes","Fukushima (version française 5)"
"2015 02 15","1","90. Dédale des traces","Color Voice"
"2015 02 16","1","20. Dédale des actes","Le Poète"
"2015 02 16","1","20. Dédale des actes","Rock-Poème n° 229436"
"2015 02 16","1","90. Dédale des traces","Performance ancienne"
"2015 02 16","1","90. Dédale des traces","Interdit aux moins de 16 ans"
"2015 02 20","1","70. Dédale des paroles","Rock-Poème n° 14776"
"2015 02 24","1","20. Dédale des actes","Poème érotique"
"2015 02 24","1","90. Dédale des traces","Petite présentation"
"2015 02 26","1","70. Dédale des paroles","Fukushima (version allemande)"
"2015 02 26","1","20. Dédale des actes","Interdit aux moins de 16 ans, lecture"
"2015 02 26","1","10. Dédale de l'inspiration","Rocks à volonté"
"2015 02 27","1","70. Dédale des paroles","Rock-Poème n° 0000001"
"2015 02 27","1","90. Dédale des traces","Trois Mythologies et un Poète Aveugle"
"2015 02 28","1","20. Dédale des actes","Le poète cherche encore la poésie"
"2015 02 28","1","90. Dédale des traces","L'Herbier (avec Miguel Chevalier)"
"2015 03 03","1","70. Dédale des paroles","Fukushima (version espagnole 2)"
"2015 03 03","1","20. Dédale des actes","Fukushima (version japonaise)"
"2015 03 05","1","70. Dédale des paroles","Rock-Poème n° 250267"
"2015 03 05","1","20. Dédale des actes","Le songe"
"2015 03 08","1","20. Dédale des actes","Rock-Poème n ° 147776"
"2015 03 10","1","70. Dédale des paroles","Fukushima (version portugaise 2)"
"2015 03 11","1","20. Dédale des actes","Palindrome (danse interactive)"
"2015 03 13","1","60. Dédale des ombres","Barbe Bleue"
"2015 03 13","1","70. Dédale des paroles","Fukushima (version italienne)"
"2015 03 13","1","20. Dédale des actes","Poème Océan"
"2015 03 14","1","20. Dédale des actes","Neuf Cinépoèmes"
"2015 03 15","1","20. Dédale des actes","Lui"
"2015 03 18","1","70. Dédale des paroles","Rock-Poème n° 110436"
"2015 03 18","1","70. Dédale des paroles","Fukushima (version française 2)"
"2015 03 18","1","20. Dédale des actes","Metapolis"
"2015 03 20","1","90. Dédale des traces","Labylogue"
"2015 03 21","1","70. Dédale des paroles","Fukushima (version française 3)"
"2015 03 21","1","90. Dédale des traces","Le Poète Aveugle"
"2015 03 21","1","90. Dédale des traces","Un Roman Inachevé (Lecture David Bouvret 2)"
"2015 03 23","1","70. Dédale des paroles","Rock-Poème n° 84205 (version anglaise)"
"2015 03 23","1","90. Dédale des traces","Color Voice"
"2015 03 26","1","20. Dédale des actes","Fukushima (version française 1)"
"2015 03 27","1","20. Dédale des actes","Rock-Poème n ° 84206 (version anglaise)"
"2015 03 31","1","70. Dédale des paroles","Fukushima (version française 4)"
"2015 04 03","1","70. Dédale des paroles","Rock n° 82672"
"2015 04 06","1","70. Dédale des paroles","Rock-Poème n ° 842051"
"2015 04 06","1","20. Dédale des actes","Fukushima (version anglaise)"
"2015 04 07","1","20. Dédale des actes","Fukushima (version espagnole 1)"
"2015 04 07","1","20. Dédale des actes","Fukushima (version portugaise 1)"
"2015 04 09","1","70. Dédale des paroles","Rock n ° 242371"
"2015 08 17","1","100. Dédale des Vidéoséries","8400. Tryphena et Azaan (Saison 1 Épisode 1)"
"2015 08 18","1","100. Dédale des Vidéoséries","5800. La Guerre (Saison I, Épisode 1)"
"2015 08 24","1","100. Dédale des Vidéoséries","3790. Dialogues (Saison 1, Épisode 1)"
"2015 08 24","1","100. Dédale des Vidéoséries","5870. La Ville (Saison I, Épisode 1)"
"2015 09 01","1","100. Dédale des Vidéoséries","5810. La Guerre (Saison I, Épisode 2)"
"2015 09 03","1","100. Dédale des Vidéoséries","5820. La Guerre (Saison I, Épisode 3)"
"2015 09 12","1","100. Dédale des Vidéoséries","3890. Échanges (Saison I, Épisode 1)"
"2015 09 16","1","100. Dédale des Vidéoséries","5830. La Guerre (Saison I, Épisode 4)"
"2015 09 23","1","100. Dédale des Vidéoséries","6160. Les Amours (Saison I, Épisode 1)"
"2015 10 04","1","100. Dédale des Vidéoséries","5880. La Ville (Saison I, Épisode 2)"
"2015 10 21","1","10. Dédale de l'inspiration","l'Esprit Humain (Poème Para-Métaphysique)"
"2015 10 24","1","100. Dédale des Vidéoséries","5890. La Ville (Saison I, Épisode 3)"
"2015 10 25","1","100. Dédale des Vidéoséries","3900. Échanges (Saison I, Épisode 2)"
"2015 10 29","1","100. Dédale des Vidéoséries","5900. La Ville (Saison I, Épisode 4)"
"2015 11 13","1","100. Dédale des Vidéoséries","3910. Échanges (Saison I, Épisode 3)"
"2015 11 15","1","100. Dédale des Vidéoséries","5910. La Ville (Saison I, Épisode 5)"
"2015 11 17","1","100. Dédale des Vidéoséries","6010. Le Chaos (Saison I, Épisode 1)"
"2015 11 23","1","100. Dédale des Vidéoséries","8160. Roman (Saison I, Épisode 1)"
"2015 11 25","2","70. Dédale des paroles","Capture (Vie de rocker)"
"2015 11 26","1","100. Dédale des Vidéoséries","7830. Questions (Saison I, Épisode 1)"
"2015 11 29","1","100. Dédale des Vidéoséries","2490. Cantate (Saison I, Épisode 2)"
"2015 11 29","1","100. Dédale des Vidéoséries","2480. Cantate (Saison I, Épisode 1)"
"2015 11 29","1","100. Dédale des Vidéoséries","3180. Corpus (Saison I, Épisode 1)"
"2015 11 30","1","100. Dédale des Vidéoséries","2500. Cantate (Saison I, Épisode 3)"
"2015 11 30","1","100. Dédale des Vidéoséries","2510. Cantate (Saison I, Épisode 4)"
"2015 11 30","1","100. Dédale des Vidéoséries","2520. Cantate (Saison I, Épisode 5)"
"2015 12 01","1","100. Dédale des Vidéoséries","3190. Corpus (Saison I, Épisode 2)"
"2015 12 01","1","100. Dédale des Vidéoséries","3870. Dialogues (Saison I, Épisode 2)"
"2015 12 01","1","100. Dédale des Vidéoséries","1460. Agora (Saison I, Épisode 1)"
"2015 12 03","1","100. Dédale des Vidéoséries","1470. Agora (Saison I, Épisode 2)"
"2015 12 03","1","100. Dédale des Vidéoséries","4470. Excursus (Saison I, Épisode 1)"
"2015 12 05","1","70. Dédale des paroles","Rock-Poème n ° 154756"
"2015 12 05","1","100. Dédale des Vidéoséries","6170. Les Amours (Saison I, Épisode 2)"
"2015 12 05","1","100. Dédale des Vidéoséries","4510. Excursus (Saison I, Épisode 2)"
"2015 12 08","1","100. Dédale des Vidéoséries","4520. Excursus (Saison I, Épisode 3)"
"2015 12 09","1","100. Dédale des Vidéoséries","4530. Excursus (Saison I, Épisode 4)"
"2015 12 10","1","100. Dédale des Vidéoséries","6020. Le Chaos (Saison I, Épisode 2)"
"2015 12 10","1","100. Dédale des Vidéoséries","5930. La Ville (Saison II, Épisode 1)"
"2015 12 11","1","100. Dédale des Vidéoséries","4540. Excursus (Saison I, Épisode 5)"
"2015 12 12","1","100. Dédale des Vidéoséries","3560. Découvertes (Saison I, Épisode 1)"
"2015 12 14","1","60. Dédale des ombres","Mes voyages"
"2015 12 14","1","100. Dédale des Vidéoséries","4110. Écritures (Saison I, Épisode 1)"
"2015 12 15","1","90. Dédale des traces","Lettres d'amour"
"2015 12 15","1","100. Dédale des Vidéoséries","4550. Excursus (Saison I, Épisode 6)"
"2015 12 15","1","100. Dédale des Vidéoséries","7200. Penser (Saison I, Épisode 1)"
"2015 12 16","1","100. Dédale des Vidéoséries","4560. Excursus (Saison I, Épisode 7)"
"2015 12 17","1","100. Dédale des Vidéoséries","6180. Les Amours (Saison I, Épisode 3)"
"2015 12 18","1","100. Dédale des Vidéoséries","8170. Roman (Saison I, Épisode 2)"
"2015 12 20","1","100. Dédale des Vidéoséries","4570. Excursus (Saison I, Épisode 8)"
"2015 12 23","1","100. Dédale des Vidéoséries","5380. Indicator (Saison I, Épisode 1)"
"2015 12 25","1","100. Dédale des Vidéoséries","4020. Écrire (Saison I, Épisode 1)"
"2015 12 25","1","100. Dédale des Vidéoséries","5390. Indicator (Saison I, Épisode 2)"
"2015 12 26","1","100. Dédale des Vidéoséries","3650. Dérives (Saison I, Épisode 1)"
"2015 12 28","1","100. Dédale des Vidéoséries","5400. Indicator (Saison I, Épisode 3)"
"2015 12 29","1","100. Dédale des Vidéoséries","4580. Excursus (Saison I, Épisode 9)"
"2015 12 29","1","100. Dédale des Vidéoséries","4780. Femmes (Saison I, Épisode 1)"
"2015 12 30","1","100. Dédale des Vidéoséries","4480. Excursus (Saison I, Épisode 10)"
"2015 12 30","1","100. Dédale des Vidéoséries","4490. Excursus (Saison I, Épisode 11)"
"2015 12 30","1","100. Dédale des Vidéoséries","8540. Unsischerheit (Saison I, Épisode 1)"
"2016 01 03","1","100. Dédale des Vidéoséries","4500. Excursus (Saison I, Épisode 12)"
"2016 01 03","1","100. Dédale des Vidéoséries","4330. État d'Urgence (Saison I, Épisode 1)"
"2016 01 06","1","100. Dédale des Vidéoséries","4640. Fantasmes (Saison I, Épisode 1)"
"2016 01 07","1","100. Dédale des Vidéoséries","5360. Indicator (Saison 2, Épisode 1)"
"2016 01 08","1","100. Dédale des Vidéoséries","4910. Fugues (Saison I, Épisode 1)"
"2016 01 08","1","100. Dédale des Vidéoséries","1550. Ailleurs (Saison I, Épisode 1)"
"2016 01 11","1","100. Dédale des Vidéoséries","5840. La Guerre (Saison II, Épisode 1)"
"2016 01 13","1","100. Dédale des Vidéoséries","5480. Intrigue (Saison I, Épisode 1)"
"2016 01 14","1","100. Dédale des Vidéoséries","5190. In Folio (Saison I, Épisode 1)"
"2016 01 15","1","100. Dédale des Vidéoséries","5200. In Folio (Saison I, Épisode 2)"
"2016 01 16","1","100. Dédale des Vidéoséries","5210. In Folio (Saison I, Épisode 3)"
"2016 01 18","1","70. Dédale des paroles","Rock-Poème n ° 323976"
"2016 01 18","1","70. Dédale des paroles","Rock-Poème n ° 154756"
"2016 01 18","1","100. Dédale des Vidéoséries","5590. Invasion (Saison I, Épisode 1)"
"2016 01 20","1","100. Dédale des Vidéoséries","5160. Hominumque (Saison I, Épisode 1)"
"2016 01 20","1","100. Dédale des Vidéoséries","5220. In Folio (Saison I, Épisode 4)"
"2016 01 22","1","100. Dédale des Vidéoséries","5240. In Folio (Saison II, Épisode 1)"
"2016 01 22","1","100. Dédale des Vidéoséries","8280. Scaenarum (Saison I, Épisode 1)"
"2016 01 24","2","70. Dédale des paroles","Rock n° 111976"
"2016 01 25","1","100. Dédale des Vidéoséries","8560. Urbaines (Saison I, Épisode 1)"
"2016 01 25","1","100. Dédale des Vidéoséries","8570. Urbaines (Saison I, Épisode 2)"
"2016 01 26","1","100. Dédale des Vidéoséries","5230. In Folio (Saison II, Épisode 1)"
"2016 01 26","1","100. Dédale des Vidéoséries","3300. Dada (Saison I, Épisode 1)"
"2016 01 27","1","100. Dédale des Vidéoséries","8580. Urbaines (Saison I, Épisode 3)"
"2016 01 29","1","100. Dédale des Vidéoséries","6190. Les Amours (Saison I, Épisode 4)"
"2016 01 29","1","100. Dédale des Vidéoséries","3320. Dada (Saison I, Épisode 2)"
"2016 01 30","1","100. Dédale des Vidéoséries","1560. Ailleurs (Saison I, Épisode 2)"
"2016 01 31","1","100. Dédale des Vidéoséries","8500. Unsicherheit (Saison I, Épisode 2)"
"2016 02 03","1","60. Dédale des ombres","Archives littéraires"
"2016 02 03","1","100. Dédale des Vidéoséries","5640. Invictus (Saison I, Épisode 1)"
"2016 02 04","1","100. Dédale des Vidéoséries","7520. Poétiques (Saison I, Épisode 1)"
"2016 02 05","1","20. Dédale des actes","Capture Submersion"
"2016 02 06","1","90. Dédale des traces","Écrits théoriques"
"2016 02 06","1","90. Dédale des traces","Vidéos d'Un Monde Incertain"
"2016 02 06","1","100. Dédale des Vidéoséries","3330. Dada (Saison I, Épisode 3)"
"2016 02 08","1","100. Dédale des Vidéoséries","7840. Questions (Saison I, Épisode 2)"
"2016 02 09","1","100. Dédale des Vidéoséries","5600. Invasion (Saison I, Épisode 2)"
"2016 02 10","1","100. Dédale des Vidéoséries","5420. Indicator (Saison III, Épisode 1)"
"2016 02 10","1","100. Dédale des Vidéoséries","5490. Intrigue (Saison I, Épisode 2)"
"2016 02 11","1","100. Dédale des Vidéoséries","5370. Indicator (Saison 3, Épisode 2)"
"2016 02 11","1","100. Dédale des Vidéoséries","1310. About (Saison I, Épisode 1)"
"2016 02 12","1","100. Dédale des Vidéoséries","5410. Indicator (Saison III, Épisode 1)"
"2016 02 13","1","100. Dédale des Vidéoséries","3660. Dérives (Saison I, Épisode 2)"
"2016 02 15","1","100. Dédale des Vidéoséries","3920. Échanges (Saison I, Épisode 4)"
"2016 02 17","2","70. Dédale des paroles","Trois vies de rockers"
"2016 02 17","1","100. Dédale des Vidéoséries","4790. Femmes (Saison I, Épisode 2)"
"2016 02 20","1","100. Dédale des Vidéoséries","2530. Cantate (Saison II, Épisode 1)"
"2016 02 20","1","100. Dédale des Vidéoséries","4340. État d'Urgence (Saison I, Épisode 2)"
"2016 02 22","1","100. Dédale des Vidéoséries","1320. About (Saison I, Épisode 2)"
"2016 02 22","1","100. Dédale des Vidéoséries","2460. Cantate (Saison 2, Épisode 2)"
"2016 02 22","1","100. Dédale des Vidéoséries","3670. Dérives (Saison I, Épisode 3)"
"2016 02 24","1","100. Dédale des Vidéoséries","2540. Cantate (Saison II, Épisode 3)"
"2016 02 24","1","100. Dédale des Vidéoséries","5610. Invasion (Saison I, Épisode 3)"
"2016 02 26","1","100. Dédale des Vidéoséries","7210. Penser (Saison I, Épisode 2)"
"2016 02 26","1","100. Dédale des Vidéoséries","3040. Combat (Saison I, Épisode 1)"
"2016 02 29","2","70. Dédale des paroles","Vie de Dave Schuman"
"2016 02 29","2","70. Dédale des paroles","Une soirée de rock"
"2016 02 29","2","70. Dédale des paroles","Rock-Poème n ° 34602"
"2016 02 29","1","100. Dédale des Vidéoséries","6200. Les Amours (Saison I, Épisode 5)"
"2016 03 01","1","100. Dédale des Vidéoséries","1330. About (Saison I, Épisode 3)"
"2016 03 05","1","100. Dédale des Vidéoséries","5170. Hominumque (Saison I, Épisode 2)"
"2016 03 05","1","100. Dédale des Vidéoséries","3570. Découvertes (Saison I, Épisode 2)"
"2016 03 07","1","100. Dédale des Vidéoséries","2550. Cantate (Saison II, Épisode 4)"
"2016 03 07","1","100. Dédale des Vidéoséries","8440. Tryphena et Azaan (Saison I, Épisode 2)"
"2016 03 08","1","100. Dédale des Vidéoséries","1570. Ailleurs (Saison I, Épisode 3)"
"2016 03 09","1","100. Dédale des Vidéoséries","3340. Dada (Saison I, Épisode 4)"
"2016 03 10","1","100. Dédale des Vidéoséries","4350. État d'Urgence (Saison I, Épisode 3)"
"2016 03 11","1","100. Dédale des Vidéoséries","4650. Fantasmes (Saison I, Épisode 2)"
"2016 03 12","1","100. Dédale des Vidéoséries","4030. Écrire (Saison I, Épisode 2)"
"2016 03 16","2","100. Dédale des Vidéoséries","1340. About (Saison I, Épisode 4)"
"2016 03 17","2","90. Dédale des traces","Interview 2014"
"2016 03 17","1","100. Dédale des Vidéoséries","1350. About (Saison I, Épisode 5)"
"2016 03 18","1","100. Dédale des Vidéoséries","6210. Les Amours (Saison II, Épisode 1)"
"2016 03 21","1","100. Dédale des Vidéoséries","3050. Combat (Saison I, Épisode 2)"
"2016 03 22","1","100. Dédale des Vidéoséries","8180. Roman (Saison I, Épisode 3)"
"2016 03 23","1","100. Dédale des Vidéoséries","4230. Épitomé (Saison I, Épisode 1)"
"2016 03 23","1","100. Dédale des Vidéoséries","5500. Intrigue (Saison I, Épisode 3)"
"2016 03 26","1","100. Dédale des Vidéoséries","4130. Écritures (Saison I, Épisode 3)"
"2016 03 27","1","100. Dédale des Vidéoséries","7250. Peplum (Saison I, Épisode 2)"
"2016 03 28","1","100. Dédale des Vidéoséries","3350. Dada (Saison I, Épisode 5)"
"2016 03 29","1","100. Dédale des Vidéoséries","4240. Épitomé (Saison I, Épisode 2)"
"2016 03 29","1","100. Dédale des Vidéoséries","4660. Fantasmes (Saison I, Épisode 3)"
"2016 03 30","1","100. Dédale des Vidéoséries","4250. Épitomé (Saison I, Épisode 3)"
"2016 03 31","1","100. Dédale des Vidéoséries","3580. Découvertes (Saison I, Épisode 3)"
"2016 04 03","1","100. Dédale des Vidéoséries","3360. Dada (Saison I, Épisode 6)"
"2016 04 04","1","100. Dédale des Vidéoséries","6810. Monstres (Saison I, Épisode 1)"
"2016 04 05","1","100. Dédale des Vidéoséries","4260. Épitomé (Saison I, Épisode 4)"
"2016 04 05","1","100. Dédale des Vidéoséries","6770. Moments (Saison I, Épisode 1)"
"2016 04 09","1","100. Dédale des Vidéoséries","2610. Cartons (Saison I, Épisode 1)"
"2016 04 10","1","100. Dédale des Vidéoséries","2620. Cartons (Saison I, Épisode 2)"
"2016 04 12","1","100. Dédale des Vidéoséries","8510. Unsicherheit (Saison I, Épisode 3)"
"2016 04 12","1","100. Dédale des Vidéoséries","2630. Cartons (Saison I, Épisode 3)"
"2016 04 14","1","100. Dédale des Vidéoséries","5510. Intrigue (Saison I, Épisode 4)"
"2016 04 15","1","100. Dédale des Vidéoséries","8410. Tryphena et Azaan (Saison 1 Épisode 3)"
"2016 04 17","1","100. Dédale des Vidéoséries","4450. Ex Voto (Saison I, Épisode 1)"
"2016 04 20","1","100. Dédale des Vidéoséries","3060. Combat (Saison I, Épisode 3)"
"2016 04 21","1","100. Dédale des Vidéoséries","8290. Scaenarum (Saison I, Épisode 2)"
"2016 04 21","1","100. Dédale des Vidéoséries","5920. La Ville (Saison I, Épisode 6)"
"2016 04 22","1","100. Dédale des Vidéoséries","2640. Cartons (Saison I, Épisode 4)"
"2016 04 24","1","100. Dédale des Vidéoséries","8520. Unsicherheit (Saison I, Épisode 4)"
"2016 04 26","1","100. Dédale des Vidéoséries","3370. Dada (Saison I, Épisode 7)"
"2016 04 28","1","100. Dédale des Vidéoséries","6820. Mulieresque (Saison I, Épisode 1)"
"2016 04 29","1","100. Dédale des Vidéoséries","3110. Conversion (Saison I, Épisode 1)"
"2016 05 01","1","100. Dédale des Vidéoséries","4980. Herbario (Saison I, Épisode 1)"
"2016 05 02","1","100. Dédale des Vidéoséries","7220. Penser (Saison I, Épisode 3)"
"2016 05 04","1","100. Dédale des Vidéoséries","3380. Dada (Saison I, Épisode 8)"
"2016 05 10","1","100. Dédale des Vidéoséries","1360. About (Saison I, Épisode 6)"
"2016 05 11","1","100. Dédale des Vidéoséries","7700. Pourquoi (Saison I, Épisode 1)"
"2016 05 12","1","100. Dédale des Vidéoséries","8530. Unsicherheit (Saison I, Épisode 5)"
"2016 05 13","1","100. Dédale des Vidéoséries","5070. Histoire (Saison I, Épisode 1)"
"2016 05 14","1","100. Dédale des Vidéoséries","3070. Combat (Saison I, Épisode 4)"
"2016 05 18","1","100. Dédale des Vidéoséries","3680. Dérives (Saison I, Épisode 4)"
"2016 05 19","1","100. Dédale des Vidéoséries","1760. Attentes (Saison I, Épisode 1)"
"2016 05 21","1","100. Dédale des Vidéoséries","4800. Femmes (Saison I, Épisode 3)"
"2016 05 22","1","100. Dédale des Vidéoséries","7230. Penser (Saison I, Épisode 4)"
"2016 05 23","1","100. Dédale des Vidéoséries","3390. Dada (Saison I, Épisode 9)"
"2016 05 29","1","100. Dédale des Vidéoséries","6780. Moments (Saison I, Épisode 2)"
"2016 06 01","1","100. Dédale des Vidéoséries","1370. About (Saison I, Épisode 7)"
"2016 06 02","1","100. Dédale des Vidéoséries","1770. Attentes (Saison I, Épisode 2)"
"2016 06 03","1","100. Dédale des Vidéoséries","7150. Penser (Saison 1, Épisode 5)"
"2016 06 05","1","100. Dédale des Vidéoséries","6420. Méditations (Saison I, Épisode 1)"
"2016 06 06","1","100. Dédale des Vidéoséries","5080. Histoire (Saison I, Épisode 2)"
"2016 06 08","1","100. Dédale des Vidéoséries","7530. Poétiques (Saison I, Épisode 2)"
"2016 06 12","1","80. Dédale des ruines","Nathalie Riches"
"2016 06 12","1","100. Dédale des Vidéoséries","4670. Fantasmes (Saison I, Épisode 4)"
"2016 06 15","1","100. Dédale des Vidéoséries","8450. Tryphena et Azaan (Saison I, Épisode 4)"
"2016 06 16","1","100. Dédale des Vidéoséries","7030. Ordinary Share (Saison I, Épisode 1)"
"2016 06 17","1","100. Dédale des Vidéoséries","3490. De Bestiis (Saison I, Épisode 1)"
"2016 06 19","1","100. Dédale des Vidéoséries","2710. Citadines (Saison I, Épisode 1)"
"2016 06 21","1","100. Dédale des Vidéoséries","1860. Autobiographie (Saison I, Épisode 1)"
"2016 06 23","1","90. Dédale des traces","Conférence à Montbéliard (octobre 2016)"
"2016 06 24","1","100. Dédale des Vidéoséries","4760. Femmes (Saison 2, Épisode 1)"
"2016 06 26","1","100. Dédale des Vidéoséries","8300. Scaenarum (Saison I, Épisode 3)"
"2016 06 27","1","100. Dédale des Vidéoséries","4360. État d'Urgence (Saison I, Épisode 4)"
"2016 06 29","1","100. Dédale des Vidéoséries","1870. Autobiographie (Saison I, Épisode 2)"
"2016 07 01","1","100. Dédale des Vidéoséries","3930. Échanges (Saison I, Épisode 5)"
"2016 07 08","1","100. Dédale des Vidéoséries","5650. Invictus (Saison I, Épisode 2)"
"2016 07 11","1","100. Dédale des Vidéoséries","4460. Ex Voto (Saison I, Épisode 2)"
"2016 07 12","1","100. Dédale des Vidéoséries","7940. Rituels (Saison I, Épisode 1)"
"2016 07 14","1","100. Dédale des Vidéoséries","4200. En Avant (Saison I, Épisode 1)"
"2016 07 15","1","100. Dédale des Vidéoséries","6990. Ordinary Share (Saion I, Épisode 2)"
"2016 07 16","2","70. Dédale des paroles","Rock-Poème n°091245"
"2016 07 16","2","70. Dédale des paroles","Rock-Poème n ° 333333"
"2016 07 17","1","100. Dédale des Vidéoséries","3310. Dada (Saison I, Épisode 10)"
"2016 07 19","1","100. Dédale des Vidéoséries","7540. Poétiques (Saison I, Épisode 3)"
"2016 07 19","1","100. Dédale des Vidéoséries","4680. Fantasmes (Saison I, Épisode 5)"
"2016 07 21","1","100. Dédale des Vidéoséries","2300. Canicule (Saison 1, Épisode 1)"
"2016 07 21","1","100. Dédale des Vidéoséries","2320. Canicule (Saison 1, Épisode 2)"
"2016 07 26","1","70. Dédale des paroles","Rock-Poème n ° 226072016"
"2016 07 26","2","70. Dédale des paroles","Rock-Poème n° 125072016"
"2016 07 26","2","70. Dédale des paroles","Rock-Poème n° 126072016"
"2016 07 27","1","100. Dédale des Vidéoséries","2380. Canicule (Saison I, Épisode 3)"
"2016 07 28","1","90. Dédale des traces","Peoples"
"2016 07 28","1","100. Dédale des Vidéoséries","7390. Poètes (Saison I, Épisode 1)"
"2016 07 29","1","100. Dédale des Vidéoséries","7400. Poètes (Saison I, Épisode 2)"
"2016 07 31","1","100. Dédale des Vidéoséries","2390. Canicule (Saison I, Épisode 4)"
"2016 08 02","1","100. Dédale des Vidéoséries","2400. Canicule (Saison I, Épisode 5)"
"2016 08 02","1","100. Dédale des Vidéoséries","2720. Citations (Saison 1, Épisode 1)"
"2016 08 04","2","70. Dédale des paroles","Vie de Harry Floyd"
"2016 08 04","1","100. Dédale des Vidéoséries","7270. Poètes (Saison 1, Épisode 3)"
"2016 08 05","1","100. Dédale des Vidéoséries","7280. Poètes (Saison 1, Épisode 4)"
"2016 08 14","2","70. Dédale des paroles","Rock-Poème n° 114082016"
"2016 08 16","1","100. Dédale des Vidéoséries","2800. Citations (Saison I, Épisode 2)"
"2016 08 18","1","100. Dédale des Vidéoséries","8470. Unsicherheit (Saison 1, Épisode 6)"
"2016 08 21","1","100. Dédale des Vidéoséries","1290. About (Saison 1, Épisode 8)"
"2016 08 22","1","100. Dédale des Vidéoséries","7010. Ordinary Share (Saison 1, Épisode 3)"
"2016 08 22","1","100. Dédale des Vidéoséries","5620. Invictus (Saison 1, Épisode 3)"
"2016 08 23","1","100. Dédale des Vidéoséries","5250. In Memoriam (Saison 1, Épisode 1)"
"2016 08 25","1","100. Dédale des Vidéoséries","5730. La Guerre (Saison 2, Épisode 2)"
"2016 08 26","1","100. Dédale des Vidéoséries","7290. Poètes (Saison 1, Épisode 5)"
"2016 08 28","1","100. Dédale des Vidéoséries","7300. Poètes (Saison 1, Épisode 6)"
"2016 08 29","1","70. Dédale des paroles","Le plaisir (Bleus)"
"2016 08 29","1","100. Dédale des Vidéoséries","2590. Cartons (Saison 2, Épisode 1)"
"2016 08 29","1","100. Dédale des Vidéoséries","6390. Méditations (Saison 1, Épisode 2)"
"2016 08 29","1","100. Dédale des Vidéoséries","8390. The girl… (Saison 1, Épisode 1)"
"2016 08 29","1","100. Dédale des Vidéoséries","6700. Moments (Saison 1, Épisode 3)"
"2016 08 31","1","100. Dédale des Vidéoséries","7160. Penser (Saison 1, Épisode 6)"
"2016 09 01","1","100. Dédale des Vidéoséries","6710. Moments (Saison 1, Épisode 4)"
"2016 09 03","1","100. Dédale des Vidéoséries","8230. Scaenarum (Saison 1, Épisode 4)"
"2016 09 05","1","100. Dédale des Vidéoséries","7710. Pourquoi ? (Saison 1, Épisode 3)"
"2016 09 05","1","100. Dédale des Vidéoséries","2600. Cartons (Saison 2, Épisode 2)"
"2016 09 07","1","100. Dédale des Vidéoséries","7860. Rituels (Saison 1, Épisode 2)"
"2016 09 09","1","100. Dédale des Vidéoséries","5260. In Memoriam (Saison 1, Épisode 2)"
"2016 09 12","1","100. Dédale des Vidéoséries","4600. Fantasmes (Saison 1, Épisode 6)"
"2016 09 14","1","100. Dédale des Vidéoséries","3690. Désirs (Saison 1, Épisode 1)"
"2016 09 18","2","100. Dédale des Vidéoséries","3710. Désirs (Saison 1, Épisode 2)"
"2016 09 23","1","100. Dédale des Vidéoséries","6720. Moments (Saison 1, Épisode 5)"
"2016 09 25","2","10. Dédale de l'inspiration","Rock n ° 25092016"
"2016 09 26","1","100. Dédale des Vidéoséries","1300. About (Saison 1, Épisode 9)"
"2016 09 28","1","100. Dédale des Vidéoséries","1690. Attentes (Saison 1, Épisode 3)"
"2016 09 29","1","100. Dédale des Vidéoséries","3200. Dada (Saison 2, épisode 1)"
"2016 10 01","1","100. Dédale des Vidéoséries","8100. Roman (Saison 1, Épisode 4)"
"2016 10 06","1","100. Dédale des Vidéoséries","1280. About (Saison 1, Épisode 10)"
"2016 10 08","1","100. Dédale des Vidéoséries","7310. Poètes (Saison 1, Épisode 7)"
